Timestamp,Pod Name,CPU (cores),Memory (bytes)
2025-03-06 17:31:04,flask-6578d97cbb-2tn2l,39,56
2025-03-06 17:31:04,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 17:31:04,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:31:04,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:31:04,mongo-express-7fbd45cc4d-pshmg,115,117
2025-03-06 17:31:04,php-6d85677874-x2hml,17,112
2025-03-06 17:31:20,api-85d4895c84-sngh6,35,66
2025-03-06 17:31:20,flask-6578d97cbb-2tn2l,39,56
2025-03-06 17:31:20,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 17:31:20,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:31:20,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:31:20,mongo-express-7fbd45cc4d-pshmg,115,117
2025-03-06 17:31:20,php-6d85677874-x2hml,17,112
2025-03-06 17:31:35,api-85d4895c84-sngh6,35,66
2025-03-06 17:31:35,flask-6578d97cbb-2tn2l,39,56
2025-03-06 17:31:35,loadgenservice-644ff89dcd-x76rd,28,20
2025-03-06 17:31:35,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:31:35,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:31:35,mongo-express-7fbd45cc4d-pshmg,115,117
2025-03-06 17:31:35,php-6d85677874-x2hml,17,112
2025-03-06 17:31:50,api-85d4895c84-sngh6,33,69
2025-03-06 17:31:50,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:31:50,loadgenservice-644ff89dcd-x76rd,27,20
2025-03-06 17:31:50,loggingservice-7fd5b6bdfc-b2swm,15,39
2025-03-06 17:31:50,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:31:50,mongo-express-7fbd45cc4d-pshmg,108,115
2025-03-06 17:31:50,php-6d85677874-x2hml,16,106
2025-03-06 17:32:05,api-85d4895c84-sngh6,33,69
2025-03-06 17:32:05,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:32:05,loadgenservice-644ff89dcd-x76rd,27,20
2025-03-06 17:32:05,loggingservice-7fd5b6bdfc-b2swm,15,39
2025-03-06 17:32:05,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:32:05,mongo-express-7fbd45cc4d-pshmg,108,115
2025-03-06 17:32:05,php-6d85677874-x2hml,16,106
2025-03-06 17:32:20,api-85d4895c84-sngh6,33,69
2025-03-06 17:32:20,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:32:20,loadgenservice-644ff89dcd-x76rd,27,20
2025-03-06 17:32:20,loggingservice-7fd5b6bdfc-b2swm,15,39
2025-03-06 17:32:20,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:32:20,mongo-express-7fbd45cc4d-pshmg,108,115
2025-03-06 17:32:20,php-6d85677874-x2hml,16,106
2025-03-06 17:32:35,api-85d4895c84-sngh6,33,69
2025-03-06 17:32:35,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:32:35,loadgenservice-644ff89dcd-x76rd,27,20
2025-03-06 17:32:35,loggingservice-7fd5b6bdfc-b2swm,15,39
2025-03-06 17:32:35,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:32:35,mongo-express-7fbd45cc4d-pshmg,108,115
2025-03-06 17:32:35,php-6d85677874-x2hml,16,106
2025-03-06 17:32:50,api-85d4895c84-sngh6,38,79
2025-03-06 17:32:50,flask-6578d97cbb-2tn2l,41,57
2025-03-06 17:32:50,loadgenservice-644ff89dcd-x76rd,32,20
2025-03-06 17:32:50,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:32:50,mongo-6cb7d7ff95-mgq74,30,78
2025-03-06 17:32:50,mongo-express-7fbd45cc4d-pshmg,116,118
2025-03-06 17:32:50,php-6d85677874-x2hml,17,120
2025-03-06 17:33:05,api-85d4895c84-sngh6,38,79
2025-03-06 17:33:05,flask-6578d97cbb-2tn2l,41,57
2025-03-06 17:33:05,loadgenservice-644ff89dcd-x76rd,32,20
2025-03-06 17:33:05,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:33:05,mongo-6cb7d7ff95-mgq74,30,78
2025-03-06 17:33:05,mongo-express-7fbd45cc4d-pshmg,116,118
2025-03-06 17:33:05,php-6d85677874-x2hml,17,120
2025-03-06 17:33:20,api-85d4895c84-sngh6,38,79
2025-03-06 17:33:20,flask-6578d97cbb-2tn2l,41,57
2025-03-06 17:33:20,loadgenservice-644ff89dcd-x76rd,32,20
2025-03-06 17:33:20,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:33:20,mongo-6cb7d7ff95-mgq74,30,78
2025-03-06 17:33:20,mongo-express-7fbd45cc4d-pshmg,116,118
2025-03-06 17:33:20,php-6d85677874-x2hml,17,120
2025-03-06 17:33:36,api-85d4895c84-sngh6,38,79
2025-03-06 17:33:36,flask-6578d97cbb-2tn2l,41,57
2025-03-06 17:33:36,loadgenservice-644ff89dcd-x76rd,32,20
2025-03-06 17:33:36,loggingservice-7fd5b6bdfc-b2swm,15,40
2025-03-06 17:33:36,mongo-6cb7d7ff95-mgq74,30,78
2025-03-06 17:33:36,mongo-express-7fbd45cc4d-pshmg,116,118
2025-03-06 17:33:36,php-6d85677874-x2hml,17,120
2025-03-06 17:33:51,api-85d4895c84-sngh6,30,86
2025-03-06 17:33:51,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:33:51,loadgenservice-644ff89dcd-x76rd,30,21
2025-03-06 17:33:51,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:33:51,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:33:51,mongo-express-7fbd45cc4d-pshmg,102,117
2025-03-06 17:33:51,php-6d85677874-x2hml,15,121
2025-03-06 17:34:06,api-85d4895c84-sngh6,30,86
2025-03-06 17:34:06,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:34:06,loadgenservice-644ff89dcd-x76rd,30,21
2025-03-06 17:34:06,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:34:06,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:34:06,mongo-express-7fbd45cc4d-pshmg,102,117
2025-03-06 17:34:06,php-6d85677874-x2hml,15,121
2025-03-06 17:34:21,api-85d4895c84-sngh6,30,86
2025-03-06 17:34:21,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:34:21,loadgenservice-644ff89dcd-x76rd,30,21
2025-03-06 17:34:21,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:34:21,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:34:21,mongo-express-7fbd45cc4d-pshmg,102,117
2025-03-06 17:34:21,php-6d85677874-x2hml,15,121
2025-03-06 17:34:36,api-85d4895c84-sngh6,30,86
2025-03-06 17:34:36,flask-6578d97cbb-2tn2l,38,57
2025-03-06 17:34:36,loadgenservice-644ff89dcd-x76rd,30,21
2025-03-06 17:34:36,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:34:36,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:34:36,mongo-express-7fbd45cc4d-pshmg,102,117
2025-03-06 17:34:36,php-6d85677874-x2hml,15,121
2025-03-06 17:34:51,api-85d4895c84-sngh6,34,90
2025-03-06 17:34:51,flask-6578d97cbb-2tn2l,43,57
2025-03-06 17:34:51,loadgenservice-644ff89dcd-x76rd,33,21
2025-03-06 17:34:51,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:34:51,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:34:51,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:34:51,php-6d85677874-x2hml,17,121
2025-03-06 17:35:06,api-85d4895c84-sngh6,34,90
2025-03-06 17:35:06,flask-6578d97cbb-2tn2l,43,57
2025-03-06 17:35:06,loadgenservice-644ff89dcd-x76rd,33,21
2025-03-06 17:35:06,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:35:06,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:35:06,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:35:06,php-6d85677874-x2hml,17,121
2025-03-06 17:35:21,api-85d4895c84-sngh6,34,90
2025-03-06 17:35:21,flask-6578d97cbb-2tn2l,43,57
2025-03-06 17:35:21,loadgenservice-644ff89dcd-x76rd,33,21
2025-03-06 17:35:21,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:35:21,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:35:21,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:35:21,php-6d85677874-x2hml,17,121
2025-03-06 17:35:37,api-85d4895c84-sngh6,34,90
2025-03-06 17:35:37,flask-6578d97cbb-2tn2l,43,57
2025-03-06 17:35:37,loadgenservice-644ff89dcd-x76rd,33,21
2025-03-06 17:35:37,loggingservice-7fd5b6bdfc-b2swm,14,41
2025-03-06 17:35:37,mongo-6cb7d7ff95-mgq74,29,78
2025-03-06 17:35:37,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:35:37,php-6d85677874-x2hml,17,121
2025-03-06 17:35:52,api-85d4895c84-sngh6,29,91
2025-03-06 17:35:52,flask-6578d97cbb-2tn2l,35,58
2025-03-06 17:35:52,loadgenservice-644ff89dcd-x76rd,24,21
2025-03-06 17:35:52,loggingservice-7fd5b6bdfc-b2swm,11,41
2025-03-06 17:35:52,mongo-6cb7d7ff95-mgq74,24,78
2025-03-06 17:35:52,mongo-express-7fbd45cc4d-pshmg,99,117
2025-03-06 17:35:52,php-6d85677874-x2hml,14,118
2025-03-06 17:36:07,api-85d4895c84-sngh6,29,91
2025-03-06 17:36:07,flask-6578d97cbb-2tn2l,35,58
2025-03-06 17:36:07,loadgenservice-644ff89dcd-x76rd,24,21
2025-03-06 17:36:07,loggingservice-7fd5b6bdfc-b2swm,11,41
2025-03-06 17:36:07,mongo-6cb7d7ff95-mgq74,24,78
2025-03-06 17:36:07,mongo-express-7fbd45cc4d-pshmg,99,117
2025-03-06 17:36:07,php-6d85677874-x2hml,14,118
2025-03-06 17:36:22,api-85d4895c84-sngh6,29,91
2025-03-06 17:36:22,flask-6578d97cbb-2tn2l,35,58
2025-03-06 17:36:22,loadgenservice-644ff89dcd-x76rd,24,21
2025-03-06 17:36:22,loggingservice-7fd5b6bdfc-b2swm,11,41
2025-03-06 17:36:22,mongo-6cb7d7ff95-mgq74,24,78
2025-03-06 17:36:22,mongo-express-7fbd45cc4d-pshmg,99,117
2025-03-06 17:36:22,php-6d85677874-x2hml,14,118
2025-03-06 17:36:37,api-85d4895c84-sngh6,29,91
2025-03-06 17:36:37,flask-6578d97cbb-2tn2l,35,58
2025-03-06 17:36:37,loadgenservice-644ff89dcd-x76rd,24,21
2025-03-06 17:36:37,loggingservice-7fd5b6bdfc-b2swm,11,41
2025-03-06 17:36:37,mongo-6cb7d7ff95-mgq74,24,78
2025-03-06 17:36:37,mongo-express-7fbd45cc4d-pshmg,99,117
2025-03-06 17:36:37,php-6d85677874-x2hml,14,118
2025-03-06 17:36:52,api-85d4895c84-sngh6,32,93
2025-03-06 17:36:52,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:36:52,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:36:52,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:36:52,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:36:52,mongo-express-7fbd45cc4d-pshmg,116,119
2025-03-06 17:36:52,php-6d85677874-x2hml,15,125
2025-03-06 17:37:07,api-85d4895c84-sngh6,32,93
2025-03-06 17:37:07,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:37:07,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:37:07,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:37:07,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:37:07,mongo-express-7fbd45cc4d-pshmg,116,119
2025-03-06 17:37:07,php-6d85677874-x2hml,15,125
2025-03-06 17:37:22,api-85d4895c84-sngh6,32,93
2025-03-06 17:37:22,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:37:22,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:37:22,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:37:22,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:37:22,mongo-express-7fbd45cc4d-pshmg,116,119
2025-03-06 17:37:22,php-6d85677874-x2hml,15,125
2025-03-06 17:37:37,api-85d4895c84-sngh6,32,93
2025-03-06 17:37:37,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:37:37,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:37:37,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:37:37,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:37:37,mongo-express-7fbd45cc4d-pshmg,116,119
2025-03-06 17:37:37,php-6d85677874-x2hml,15,125
2025-03-06 17:37:53,api-85d4895c84-sngh6,33,97
2025-03-06 17:37:53,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:37:53,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:37:53,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:37:53,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:37:53,mongo-express-7fbd45cc4d-pshmg,112,118
2025-03-06 17:37:53,php-6d85677874-x2hml,18,126
2025-03-06 17:38:08,api-85d4895c84-sngh6,33,97
2025-03-06 17:38:08,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:38:08,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:38:08,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:38:08,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:38:08,mongo-express-7fbd45cc4d-pshmg,112,118
2025-03-06 17:38:08,php-6d85677874-x2hml,18,126
2025-03-06 17:38:23,api-85d4895c84-sngh6,33,97
2025-03-06 17:38:23,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:38:23,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:38:23,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:38:23,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:38:23,mongo-express-7fbd45cc4d-pshmg,112,118
2025-03-06 17:38:23,php-6d85677874-x2hml,18,126
2025-03-06 17:38:38,api-85d4895c84-sngh6,33,97
2025-03-06 17:38:38,flask-6578d97cbb-2tn2l,40,58
2025-03-06 17:38:38,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:38:38,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:38:38,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:38:38,mongo-express-7fbd45cc4d-pshmg,112,118
2025-03-06 17:38:38,php-6d85677874-x2hml,18,126
2025-03-06 17:38:53,api-85d4895c84-sngh6,31,97
2025-03-06 17:38:53,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:38:53,loadgenservice-644ff89dcd-x76rd,28,21
2025-03-06 17:38:53,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:38:53,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:38:53,mongo-express-7fbd45cc4d-pshmg,109,116
2025-03-06 17:38:53,php-6d85677874-x2hml,16,111
2025-03-06 17:39:08,api-85d4895c84-sngh6,31,97
2025-03-06 17:39:08,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:39:08,loadgenservice-644ff89dcd-x76rd,28,21
2025-03-06 17:39:08,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:39:08,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:39:08,mongo-express-7fbd45cc4d-pshmg,109,116
2025-03-06 17:39:08,php-6d85677874-x2hml,16,111
2025-03-06 17:39:23,api-85d4895c84-sngh6,31,97
2025-03-06 17:39:23,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:39:23,loadgenservice-644ff89dcd-x76rd,28,21
2025-03-06 17:39:23,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:39:23,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:39:23,mongo-express-7fbd45cc4d-pshmg,109,116
2025-03-06 17:39:23,php-6d85677874-x2hml,16,111
2025-03-06 17:39:38,api-85d4895c84-sngh6,31,97
2025-03-06 17:39:38,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:39:38,loadgenservice-644ff89dcd-x76rd,28,21
2025-03-06 17:39:38,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:39:38,mongo-6cb7d7ff95-mgq74,27,78
2025-03-06 17:39:38,mongo-express-7fbd45cc4d-pshmg,109,116
2025-03-06 17:39:38,php-6d85677874-x2hml,16,111
2025-03-06 17:39:54,api-85d4895c84-sngh6,30,97
2025-03-06 17:39:54,flask-6578d97cbb-2tn2l,37,58
2025-03-06 17:39:54,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:39:54,loggingservice-7fd5b6bdfc-b2swm,12,42
2025-03-06 17:39:54,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:39:54,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:39:54,php-6d85677874-x2hml,15,111
2025-03-06 17:40:09,api-85d4895c84-sngh6,30,97
2025-03-06 17:40:09,flask-6578d97cbb-2tn2l,37,58
2025-03-06 17:40:09,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:40:09,loggingservice-7fd5b6bdfc-b2swm,12,42
2025-03-06 17:40:09,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:40:09,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:40:09,php-6d85677874-x2hml,15,111
2025-03-06 17:40:24,api-85d4895c84-sngh6,30,97
2025-03-06 17:40:24,flask-6578d97cbb-2tn2l,37,58
2025-03-06 17:40:24,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:40:24,loggingservice-7fd5b6bdfc-b2swm,12,42
2025-03-06 17:40:24,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:40:24,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:40:24,php-6d85677874-x2hml,15,111
2025-03-06 17:40:39,api-85d4895c84-sngh6,30,97
2025-03-06 17:40:39,flask-6578d97cbb-2tn2l,37,58
2025-03-06 17:40:39,loadgenservice-644ff89dcd-x76rd,27,21
2025-03-06 17:40:39,loggingservice-7fd5b6bdfc-b2swm,12,42
2025-03-06 17:40:39,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:40:39,mongo-express-7fbd45cc4d-pshmg,114,117
2025-03-06 17:40:39,php-6d85677874-x2hml,15,111
2025-03-06 17:40:54,api-85d4895c84-sngh6,31,97
2025-03-06 17:40:54,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:40:54,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:40:54,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:40:54,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:40:54,mongo-express-7fbd45cc4d-pshmg,109,116
2025-03-06 17:40:54,php-6d85677874-x2hml,16,114
2025-03-06 17:41:09,api-85d4895c84-sngh6,31,97
2025-03-06 17:41:09,flask-6578d97cbb-2tn2l,39,58
2025-03-06 17:41:09,loadgenservice-644ff89dcd-x76rd,29,21
2025-03-06 17:41:09,loggingservice-7fd5b6bdfc-b2swm,12,41
2025-03-06 17:41:09,mongo-6cb7d7ff95-mgq74,28,78
2025-03-06 17:41:09,mongo-express-7fbd45cc4d-pshmg,109,116
